Name,Image URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume
MSI MAG BUNKER,/static/forever/img/no-image.png,,MSI,"MAG BUNKER, 306-7G01M51-C05",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"440 mm x 218 mm x 470 mm, 17.323"" x 8.583"" x 18.504""","45.082 L, 1.592 ft³"
Azza Crimson 211,//cdna.pcpartpicker.com/static/forever/images/product/bce99e9f7369f11ccfb04ca7561e0a71.256p.jpg,,Azza,CSAZ-211,ATX Mid Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX","340 mm / 13.386""","3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"427 mm x 197 mm x 480 mm, 16.811"" x 7.756"" x 18.898""","40.377 L, 1.426 ft³"
In Win A5,/static/forever/img/no-image.png,,In Win,"A5 White, IW-CS-A5WHI-1AM120S",ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","340 mm / 13.386""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"399 mm x 215 mm x 407 mm, 15.709"" x 8.465"" x 16.024""","34.914 L, 1.233 ft³"
In Win Chopin MAX,/static/forever/img/no-image.png,,In Win,IW-CS-CHOPINMAXSIL-PS200W,Mini ITX Desktop,Silver,200 W,Mesh,No,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,,"2 x Internal 2.5""",,"217 mm x 84 mm x 244 mm, 8.543"" x 3.307"" x 9.606""","4.448 L, 0.157 ft³"
OCPC MINI2,/static/forever/img/no-image.png,,OCPC,OC-CS-HYM2-ITX-BK,Mini ITX Test Bench,Black,None,None,No,None,Mini ITX,,"1 x Internal 2.5""",1 x Full-Height via Riser,"130 mm x 210 mm x 263 mm, 5.118"" x 8.268"" x 10.354""","7.18 L, 0.254 ft³"
Ocelot OC-Purple Katana,/static/forever/img/no-image.png,,Ocelot,OC-PURPLE KATANA,MicroATX Mini Tower,Purple / Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"366 mm x 210 mm x 390 mm, 14.409"" x 8.268"" x 15.354""","29.975 L, 1.059 ft³"
Horizon Exo,//cdna.pcpartpicker.com/static/forever/images/product/62a44cb0b13ebc89967469afc68e6bec.256p.jpg,,Horizon,CAS-HZNEXO,MicroATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","340 mm / 13.386""","2 x Internal 3.5"", 1 x Internal 2.5""","4 x Full-Height, 2 x Full-Height via Riser","390 mm x 230 mm x 375 mm, 15.354"" x 9.055"" x 14.764""","33.638 L, 1.188 ft³"
Noua Iron V9,https://m.media-amazon.com/images/I/4170vHMUAJL.jpg,,Noua,CS0619PW-V9W615,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","390 mm / 15.354""","3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"460 mm x 210 mm x 495 mm, 18.11"" x 8.268"" x 19.488""","47.817 L, 1.689 ft³"
LC-Power Gaming 900B - Lumaxx Gloom,https://m.media-amazon.com/images/I/313o0DQb6OL.jpg,,LC-Power,LC-900B-ON,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x Internal 3.5"", 4 x Internal 2.5""","7 x Full-Height, 3 x Full-Height via Riser","465 mm x 247 mm x 496 mm, 18.307"" x 9.724"" x 19.528""","56.968 L, 2.012 ft³"
GameMax Master M905,//cdna.pcpartpicker.com/static/forever/images/product/0037cfbff0886203e2cb746feea15d5f.256p.jpg,,GameMax,Master M905,ATX Full Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","3 x External 5.25"", 8 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"520 mm x 212 mm x 488 mm, 20.472"" x 8.346"" x 19.213""","53.797 L, 1.9 ft³"
SilentiumPC Regnum RG1W,/static/forever/img/no-image.png,,SilentiumPC,SPC153,ATX Mid Tower,Black,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x Internal 2.5"", 2 x Internal 3.5"", 2 x External 5.25""",7 x Full-Height,"443 mm x 199 mm x 447 mm, 17.441"" x 7.835"" x 17.598""","39.406 L, 1.392 ft³"
EVOLVEO Nate 2,/static/forever/img/no-image.png,,EVOLVEO,CAE Nate 2,ATX Mid Tower,,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 2.5"", 2 x Internal 3.5"", 1 x External 5.25""",7 x Full-Height,"422 mm x 205 mm x 423 mm, 16.614"" x 8.071"" x 16.654""","36.594 L, 1.292 ft³"
Jonsbo Jonsplus Z20,/static/forever/img/no-image.png,,Jonsbo,Z20 Orange/White,MicroATX Desktop,Orange / White,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","363 mm / 14.291""","1 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"382 mm x 198 mm x 335 mm, 15.039"" x 7.795"" x 13.189""","25.338 L, 0.895 ft³"
Jonsbo Jonsplus Z20,/static/forever/img/no-image.png,,Jonsbo,Z20 Pink/Black,MicroATX Desktop,Pink / Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","363 mm / 14.291""","1 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"382 mm x 198 mm x 335 mm, 15.039"" x 7.795"" x 13.189""","25.338 L, 0.895 ft³"
YEYIAN Kalt 1101,//cdna.pcpartpicker.com/static/forever/images/product/b9a7fbb9c7e3d94be520c1aa32905e34.256p.jpg,,YEYIAN,YNH-K1101,MicroATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","325 mm / 12.795""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"380 mm x 185 mm x 374 mm, 14.961"" x 7.283"" x 14.724""","26.292 L, 0.929 ft³"
YEYIAN Shadow 2200,/static/forever/img/no-image.png,,YEYIAN,YGS-68808,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"432 mm x 210 mm x 495 mm, 17.008"" x 8.268"" x 19.488""","44.906 L, 1.586 ft³"
MSI MAG PANO M100L PZ,/static/forever/img/no-image.png,,MSI,MAG PANO M100L PZ WHITE,MicroATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","390 mm / 15.354""","1 x Internal 3.5"", 1 x Internal 2.5""",5 x Full-Height,"440 mm x 235 mm x 405 mm, 17.323"" x 9.252"" x 15.945""","41.877 L, 1.479 ft³"
Gigabyte C301 GLASS V2,/static/forever/img/no-image.png,,Gigabyte,GB-C301G TYPE-C,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 2 x Full-Height via Riser","473 mm x 220 mm x 486 mm, 18.622"" x 8.661"" x 19.134""","50.573 L, 1.786 ft³"
Xigmatek Cubi ARGB,/static/forever/img/no-image.png,,Xigmatek,EN41938,ATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 3 x Full-Height via Riser","428 mm x 310 mm x 473 mm, 16.85"" x 12.205"" x 18.622""","62.758 L, 2.216 ft³"
Silverstone FARA V1M PRO,//cdna.pcpartpicker.com/static/forever/images/product/dbd64485af143d3b004e3a6636cf17bd.256p.jpg,$75.43 ,Silverstone,SST-FAV1MB-PRO,MicroATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","379 mm / 14.921""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"435 mm x 210 mm x 394 mm, 17.126"" x 8.268"" x 15.512""","35.992 L, 1.271 ft³"
Chieftec UK-02W-OP,//cdna.pcpartpicker.com/static/forever/images/product/2f89bafdf7621d34362ac163b8a5cddf.256p.jpg,,Chieftec,UK-02W-OP,ATX Mid Tower,White,None,None,No,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","315 mm / 12.402""","1 x External 5.25"", 2 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"380 mm x 227 mm x 343 mm, 14.961"" x 8.937"" x 13.504""","29.587 L, 1.045 ft³"
RAIJINTEK STYX,//cdna.pcpartpicker.com/static/forever/images/product/fb3adecdc5bfbea8d18c1b64c3d63116.256p.jpg,$85.84 ,RAIJINTEK,0R200026,MicroATX Mini Tower,Red,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","280 mm / 11.024""","1 x External 5.25"" Slim Slot Load, 3 x Internal 3.5""",4 x Full-Height,,
BitFenix Colossus Micro,//cdna.pcpartpicker.com/static/forever/images/product/653c7690d11cfdaf51ded6e4d8beba45.256p.jpg,$230.00 ,BitFenix,BFC-CLM-300-KKLS1-RP,MicroATX Mid Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","320 mm / 12.598""","1 x External 5.25"", 4 x Internal 3.5"", 3 x Internal 2.5""",5 x Full-Height,"249 mm x 329 mm x 373 mm, 9.803"" x 12.953"" x 14.685""","30.557 L, 1.079 ft³"
Silverstone FTZ01,https://m.media-amazon.com/images/I/41D8Qe8DVgL.jpg,$169.99 ,Silverstone,"SST-FTZ01S, FTZ01S",Mini ITX Desktop,Silver,None,None,No,USB 3.2 Gen 1 Type-A,"Mini ITX, Mini DTX","330 mm / 12.992""","1 x External 5.25"" Slim Slot Load, 1 x Internal 3.5"", 2 x Internal 2.5""",2 x Full-Height,,
Jonsbo Jonsplus i400,/static/forever/img/no-image.png,,Jonsbo,i 400 SA,ATX Mid Tower,Silver,None,None,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","340 mm / 13.386""","6 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"502 mm x 231 mm x 480 mm, 19.764"" x 9.094"" x 18.898""","55.662 L, 1.966 ft³"
MagniumGear NEO Silent (2023),//cdna.pcpartpicker.com/static/forever/images/product/180f2bef528c62f6ad1913d315486915.256p.jpg,$82.98 ,MagniumGear,MG-NE520S_BK02,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"450 mm x 200 mm x 460 mm, 17.717"" x 7.874"" x 18.11""","41.4 L, 1.462 ft³"
Thermaltake Commander C34 TG Snow ARGB,https://m.media-amazon.com/images/I/51mGqzJbOaL.jpg,$74.96 ,Thermaltake,CA-1N5-00M6WN-00,ATX Mid Tower,White / Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages","3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
Jonsbo TR03-G,//cdna.pcpartpicker.com/static/forever/images/product/0d0142ed596da8b04bc6b9b5c4de50ff.256p.jpg,,Jonsbo,TR03-G BLACK,ATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","460 mm / 18.11""","3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"673 mm x 238 mm x 595 mm, 26.496"" x 9.37"" x 23.425""","95.304 L, 3.366 ft³"
CiT S015B,https://m.media-amazon.com/images/I/41heDcA2QpL.jpg,,CiT,CIT-S015B,MicroATX Desktop,Black,300 W,None,No,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","235 mm / 9.252""","1 x External 5.25"", 2 x Internal 3.5"", 1 x Internal 2.5""",4 x Half-Height,"390 mm x 100 mm x 306 mm, 15.354"" x 3.937"" x 12.047""","11.934 L, 0.421 ft³"
RAIJINTEK STYX,https://m.media-amazon.com/images/I/31QMeL6j9uL.jpg,$85.84 ,RAIJINTEK,0R200036,MicroATX Mini Tower,Silver,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","280 mm / 11.024""","1 x External 5.25"" Slim Slot Load, 3 x Internal 3.5""",4 x Full-Height,,
GAMDIAS MARS E1,https://m.media-amazon.com/images/I/31Rz9baQq7L.jpg,,GAMDIAS,MARS E1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,,
Chieftec CS-12B-300,https://m.media-amazon.com/images/I/51sb6pIw32L.jpg,,Chieftec,CS-12B-300,MicroATX Mini Tower,Black,300 W,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","195 mm / 7.677""","1 x External 5.25"", 1 x External 3.5"", 1 x Internal 3.5"", 1 x Internal 2.5""",4 x Half-Height,"356 mm x 102 mm x 338 mm, 14.016"" x 4.016"" x 13.307""","12.273 L, 0.433 ft³"
Jonsbo UMX6,//cdna.pcpartpicker.com/static/forever/images/product/17f0c020609e97e05487822328df8e32.256p.jpg,,Jonsbo,UMX6 Black,ATX Full Tower,Black,None,None,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"482 mm x 224 mm x 501 mm, 18.976"" x 8.819"" x 19.724""","54.092 L, 1.91 ft³"
Noua Ego Z5,https://m.media-amazon.com/images/I/41PE4XDzCvL.jpg,,Noua,CS0322PW-Z5W219,ATX Full Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","340 mm / 13.386"" With Drive Cages, 480 mm / 18.898"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 3 x Full-Height via Riser","626 mm x 288 mm x 580 mm, 24.646"" x 11.339"" x 22.835""","104.567 L, 3.693 ft³"
SHARKOON AM5,//cdna.pcpartpicker.com/static/forever/images/product/0f19470763215bdcd32e3d99a22db5d4.256p.jpg,,SHARKOON,4.04E+12,ATX Mid Tower,Red / Black,None,None,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","400 mm / 15.748""","3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,
Jonsbo U5,//cdna.pcpartpicker.com/static/forever/images/product/d7be4bff23a8e2e7889de723a0c6cdf3.256p.jpg,,Jonsbo,"U5 Silver, CA-00Z-JB",ATX Mid Tower,Silver,None,Tempered Glass,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","350 mm / 13.78""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"418 mm x 219 mm x 440 mm, 16.457"" x 8.622"" x 17.323""","40.278 L, 1.422 ft³"
Cougar MX660 Mesh RGB,//cdna.pcpartpicker.com/static/forever/images/product/57a8c5438119c40c71c2d0bf182a572b.256p.jpg,,Cougar,"385BMS0.0004, MX660 Mesh RGB",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A",,"410 mm / 16.142""","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 2 x Full-Height via Riser","474 mm x 213 mm x 495 mm, 18.661"" x 8.386"" x 19.488""","49.976 L, 1.765 ft³"
Cougar Airface Pro RGB,/static/forever/img/no-image.png,,Cougar,CGR-5AD1W-AIR-RGB,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI CEB","390 mm / 15.354""","2 x Internal 3.5"", 2 x Internal 2.5""","7 x Full-Height, 3 x Full-Height via Riser","465 mm x 240 mm x 496 mm, 18.307"" x 9.449"" x 19.528""","55.354 L, 1.955 ft³"
Antec Dark Fleet DF-30,https://m.media-amazon.com/images/I/41F89m7M04L.jpg,,Antec,DF-30,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX, Thin Mini ITX","292 mm / 11.496""","3 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"485 mm x 198 mm x 485 mm, 19.094"" x 7.795"" x 19.094""","46.575 L, 1.645 ft³"
Antec Minuet,//cdna.pcpartpicker.com/static/forever/images/product/6bc5acd6c6f0dbd5f3755efb643364b7.256p.jpg,,Antec,Minuet350,MicroATX Slim,Black / White,350 W,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX, Thin Mini ITX",,"1 x External 5.25"", 1 x External 3.5"", 1 x Internal 3.5""",4 x Half-Height,"96 mm x 325 mm x 426 mm, 3.78"" x 12.795"" x 16.772""","13.291 L, 0.469 ft³"
Antec NSK1480,https://m.media-amazon.com/images/I/41ICWIzp1DL.jpg,,Antec,NSK1480,MicroATX Desktop,Black / Silver,350 W,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX, Thin Mini ITX",,"1 x External 5.25"", 2 x Internal 3.5""",4 x Half-Height,"114 mm x 383 mm x 408 mm, 4.488"" x 15.079"" x 16.063""","17.814 L, 0.629 ft³"
Cooler Master Elite 310,https://images-na.ssl-images-amazon.com/images/I/41G5yDQp5wL.jpg,,Cooler Master,RC-310-BWN1-GP,ATX Mid Tower,Black / Blue,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","275 mm / 10.827""","4 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"468 mm x 191 mm x 437 mm, 18.425"" x 7.52"" x 17.205""","39.063 L, 1.379 ft³"
Cooler Master Elite 310,https://m.media-amazon.com/images/I/41Iffy9fAkL.jpg,,Cooler Master,RC-310-OWN1-GP,ATX Mid Tower,Black / Orange,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","275 mm / 10.827""","4 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"468 mm x 191 mm x 437 mm, 18.425"" x 7.52"" x 17.205""","39.063 L, 1.379 ft³"
Cooler Master Elite 370,https://images-na.ssl-images-amazon.com/images/I/51kC6I6nrWL.jpg,,Cooler Master,RC-370-KKN1,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","315 mm / 12.402""","3 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"481 mm x 190 mm x 424 mm, 18.937"" x 7.48"" x 16.693""","38.749 L, 1.368 ft³"
Cooler Master Sileo 500,https://m.media-amazon.com/images/I/11Kj4pFir7L.jpg,,Cooler Master,RC-500-KKR3-GP,ATX Mid Tower,Black,500 W,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","271 mm / 10.669""","5 x External 5.25"", 1 x External 3.5"", 4 x Internal 3.5""",7 x Full-Height,"480 mm x 199 mm x 432 mm, 18.898"" x 7.835"" x 17.008""","41.265 L, 1.457 ft³"
Cooler Master HAF X,//cdna.pcpartpicker.com/static/forever/images/product/9b216b1f7e072bac04a5aef986561f64.med.256p.jpg,,Cooler Master,RC-942-KKN3,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","342 mm / 13.465""","6 x External 5.25"", 5 x Internal 3.5""",9 x Full-Height,"589 mm x 231 mm x 551 mm, 23.189"" x 9.094"" x 21.693""","74.969 L, 2.647 ft³"
Thermaltake Element G,https://m.media-amazon.com/images/I/41QIwLV1FyL.jpg,,Thermaltake,VL10001W2Z,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"521 mm x 230 mm x 480 mm, 20.512"" x 9.055"" x 18.898""","57.518 L, 2.031 ft³"
Thermaltake ARMOR A90,https://m.media-amazon.com/images/I/416f2VH0tKL.jpg,,Thermaltake,VL90001W2Z,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","260 mm / 10.236""","3 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,"515 mm x 210 mm x 502 mm, 20.276"" x 8.268"" x 19.764""","54.291 L, 1.917 ft³"
Rosewill R101-P,https://images-na.ssl-images-amazon.com/images/I/31%2BrIoXrEtL.jpg,,Rosewill,R101-P-BK-450W,MicroATX Mid Tower,Black,450 W,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX",,"3 x External 5.25"", 2 x External 3.5"", 4 x Internal 3.5""",4 x Full-Height,"381 mm x 190 mm x 350 mm, 15"" x 7.48"" x 13.78""","25.337 L, 0.895 ft³"
Lian Li PC-K58,https://images-na.ssl-images-amazon.com/images/I/51pQDy7DFLL.jpg,,Lian Li,PC-K58,ATX Mid Tower,Black,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","440 mm / 17.323""","5 x External 5.25"", 4 x Internal 3.5""",8 x Full-Height,"498 mm x 214 mm x 496 mm, 19.606"" x 8.425"" x 19.528""","52.86 L, 1.867 ft³"
Antec Solo,https://images-na.ssl-images-amazon.com/images/I/41NN1C39%2BKL.jpg,,Antec,Solo,ATX Mid Tower,Black / White,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","254 mm / 10""","4 x External 5.25"", 4 x Internal 3.5""",7 x Full-Height,"469 mm x 205 mm x 431 mm, 18.465"" x 8.071"" x 16.969""","41.438 L, 1.463 ft³"
Cooler Master ATCS 840,//cdna.pcpartpicker.com/static/forever/images/product/cc499e5fd3712599b83d6b990af94765.med.256p.jpg,,Cooler Master,RC-840-SSN1-GP,ATX Full Tower,Silver,None,None,No,USB 2.0 Type-A,"ATX, EATX, Micro ATX, Mini ITX",,"6 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",7 x Full-Height,"629 mm x 243 mm x 579 mm, 24.764"" x 9.567"" x 22.795""","88.498 L, 3.125 ft³"
Cooler Master Elite 430,https://images-na.ssl-images-amazon.com/images/I/51GSLz72E9L.jpg,,Cooler Master,RC-430-KWN6,ATX Mid Tower,Black,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","315 mm / 12.402""","3 x External 5.25"", 2 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"490 mm x 190 mm x 424 mm, 19.291"" x 7.48"" x 16.693""","39.474 L, 1.394 ft³"
Thermaltake Armor A30,https://m.media-amazon.com/images/I/41XUqIbJTtL.jpg,,Thermaltake,VM70001W2Z,ATX Mini Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX, Thin Mini ITX","350 mm / 13.78""","2 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"457 mm x 292 mm x 266 mm, 17.992"" x 11.496"" x 10.472""","35.496 L, 1.254 ft³"
Lian Li PC-Q07,https://m.media-amazon.com/images/I/31lG666YPdL.jpg,,Lian Li,PC-Q07,Mini ITX Tower,Black,None,None,No,USB 2.0 Type-A,"Mini ITX, Thin Mini ITX","180 mm / 7.087""","1 x External 5.25"", 1 x Internal 3.5"", 1 x Internal 2.5""",1 x Full-Height,"208 mm x 193 mm x 279 mm, 8.189"" x 7.598"" x 10.984""","11.2 L, 0.396 ft³"
Lian Li PC-9F,https://m.media-amazon.com/images/I/41szxBE1wiL.jpg,,Lian Li,PC-9F,ATX Mid Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","285 mm / 11.22""","3 x External 5.25"", 6 x Internal 3.5""",8 x Full-Height,"498 mm x 210 mm x 472 mm, 19.606"" x 8.268"" x 18.583""","49.362 L, 1.743 ft³"
Lian Li PC-A05N,//cdna.pcpartpicker.com/static/forever/images/product/064d9b8403c738f179ab7977097f5cd9.med.256p.jpg,,Lian Li,PC-A05NA,ATX Mini Tower,Silver,None,None,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","270 mm / 10.63""","2 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5""",7 x Full-Height,"489 mm x 210 mm x 381 mm, 19.252"" x 8.268"" x 15""","39.125 L, 1.382 ft³"
Lian Li PC-T60,//cdna.pcpartpicker.com/static/forever/images/product/5a572dd108bb1005e93644eb08763338.256p.jpg,,Lian Li,PC-T60B,ATX Test Bench,Black,None,None,No,None,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",,"2 x External 5.25"", 3 x Internal 3.5""",8 x Full-Height,"398 mm x 327 mm x 350 mm, 15.669"" x 12.874"" x 13.78""","45.551 L, 1.609 ft³"
Lian Li PC-T7,https://m.media-amazon.com/images/I/41fET25FdbL.jpg,,Lian Li,PC-T7A,Mini ITX Test Bench,Silver,None,None,No,None,"Mini ITX, Thin Mini ITX",,"1 x External 5.25"", 1 x Internal 3.5""",2 x Full-Height,"393 mm x 228 mm x 208 mm, 15.472"" x 8.976"" x 8.189""","18.638 L, 0.658 ft³"
Apevia X-Cruiser,https://m.media-amazon.com/images/I/41nDLlV+wUL.jpg,,Apevia,X-CRUISER-BK,ATX Mid Tower,Black / Silver,None,Acrylic,No,USB 2.0 Type-A,"ATX, Micro ATX, Mini ITX","279 mm / 10.984""","4 x External 5.25"", 2 x External 3.5"", 5 x Internal 3.5""",7 x Full-Height,"488 mm x 196 mm x 431 mm, 19.213"" x 7.717"" x 16.969""","41.224 L, 1.456 ft³"
